c1	c2	num
Afghanistan	China	485
Afghanistan	Germany	0
Afghanistan	India	7
Afghanistan	Iran	4898
Afghanistan	Pakistan	14213
Afghanistan	Saudi Arabia	0
Afghanistan	Tajikistan	7213
Afghanistan	Turkmenistan	4274
Afghanistan	Uzbekistan	765
Akrotiri	Cyprus	16
Albania	Afghanistan	0
Albania	Algeria	0
Albania	Armenia	0
Albania	Austria	1
Albania	Azerbaijan	0
Albania	Bangladesh	0
Albania	Belarus	0
Albania	Belgium	0
Albania	Belize	0
Albania	Bosnia and Herzegovina	0
Albania	Brazil	0
Albania	Bulgaria	2
Albania	Canada	0
Albania	Cayman Islands	1
Albania	China	9
Albania	Colombia	0
Albania	Congo, Republic of the	0
Albania	Cote d'Ivoire	0
Albania	Croatia	0
Albania	Cyprus	0
Albania	Czech Republic	1
Albania	Denmark	0
Albania	Djibouti	0
Albania	Ecuador	0
Albania	Egypt	0
Albania	Equatorial Guinea	0
Albania	Estonia	0
Albania	Ethiopia	0
Albania	Finland	0
Albania	France	4
Albania	Gabon	0
Albania	Georgia	0
Albania	Germany	8
Albania	Ghana	0
Albania	Greece	933
Albania	Guatemala	0
Albania	Hong Kong	0
Albania	Hungary	0
Albania	India	0
Albania	Indonesia	0
Albania	Iran	0
Albania	Iraq	0
Albania	Ireland	0
Albania	Israel	0
Albania	Italy	93
Albania	Japan	0
Albania	Jordan	0
Albania	Kazakhstan	0
Albania	Korea, South	0
Albania	Kosovo	490
Albania	Latvia	0
Albania	Lebanon	0
Albania	Libya	1
Albania	Lithuania	0
Albania	Luxembourg	0
Albania	Macau	0
Albania	Macedonia	795
Albania	Malawi	0
Albania	Malaysia	0
Albania	Malta	13
Albania	Mauritania	0
Albania	Mexico	0
Albania	Moldova	0
Albania	Montenegro	816
Albania	Morocco	0
Albania	Nepal	0
Albania	Netherlands	1
Albania	Nigeria	0
Albania	Norway	0
Albania	Pakistan	0
Albania	Peru	0
Albania	Philippines	0
Albania	Poland	0
Albania	Portugal	0
Albania	Qatar	0
Albania	Romania	0
Albania	Russia	0
Albania	Saint Vincent and the Grenadines	0
Albania	Saudi Arabia	0
Albania	Senegal	0
Albania	Serbia	15
Albania	Seychelles	0
Albania	Sierra Leone	0
Albania	Singapore	0
Albania	Slovakia	0
Albania	Slovenia	1
Albania	South Africa	0
Albania	Spain	20
Albania	Sri Lanka	0
Albania	Sweden	0
Albania	Switzerland	4
Albania	Tajikistan	0
Albania	Thailand	0
Albania	Tunisia	0
Albania	Turkey	7
Albania	Turkmenistan	0
Albania	Ukraine	0
Albania	United Arab Emirates	0
Albania	United Kingdom	1
Albania	United States	1
Albania	Vietnam	0
Albania	Yemen	0
Algeria	Albania	2
Algeria	Angola	0
Algeria	Australia	7
Algeria	Austria	3
Algeria	Bahamas, The	1
Algeria	Bahrain	0
Algeria	Bangladesh	0
Algeria	Belgium	183
Algeria	Benin	0
Algeria	Bolivia	0
Algeria	Brazil	238
Algeria	Bulgaria	0
Algeria	Burkina Faso	0
Algeria	Burundi	0
Algeria	Cabo Verde	0
Algeria	Cambodia	0
Algeria	Cameroon	0
Algeria	Canada	273
Algeria	Chad	0
Algeria	Chile	0
Algeria	China	195
Algeria	Colombia	0
Algeria	Congo, Democratic Republic of the	0
Algeria	Congo, Republic of the	0
Algeria	Costa Rica	0
Algeria	Cote d'Ivoire	0
Algeria	Croatia	1
Algeria	Cuba	21
Algeria	Cyprus	0
Algeria	Czech Republic	0
Algeria	Denmark	0
Algeria	Djibouti	0
Algeria	Egypt	58
Algeria	Equatorial Guinea	0
Algeria	Finland	7
Algeria	France	607
Algeria	Gabon	0
Algeria	Gambia, The	0
Algeria	Germany	2
Algeria	Ghana	1
Algeria	Greece	35
Algeria	Guatemala	0
Algeria	Guinea	2
Algeria	Haiti	0
Algeria	Honduras	0
Algeria	Hong Kong	0
Algeria	Hungary	0
Algeria	Iceland	0
Algeria	India	73
Algeria	Indonesia	31
Algeria	Iran	0
Algeria	Iraq	4
Algeria	Ireland	16
Algeria	Italy	807
Algeria	Japan	93
Algeria	Jordan	1
Algeria	Kenya	0
Algeria	Korea, South	50
Algeria	Kuwait	1
Algeria	Lebanon	5
Algeria	Liberia	0
Algeria	Libya	5702
Algeria	Lithuania	0
Algeria	Luxembourg	0
Algeria	Madagascar	0
Algeria	Malaysia	7
Algeria	Mali	7833
Algeria	Malta	26
Algeria	Mauritania	2654
Algeria	Mexico	4
Algeria	Morocco	11045
Algeria	Mozambique	0
Algeria	Nepal	0
Algeria	Netherlands	432
Algeria	New Zealand	0
Algeria	Niger	5482
Algeria	Nigeria	0
Algeria	Norway	0
Algeria	Oman	0
Algeria	Pakistan	0
Algeria	Papua New Guinea	0
Algeria	Poland	3
Algeria	Portugal	143
Algeria	Qatar	0
Algeria	Romania	0
Algeria	Russia	0
Algeria	Saint Kitts and Nevis	0
Algeria	Sao Tome and Principe	0
Algeria	Saudi Arabia	1
Algeria	Senegal	0
Algeria	Serbia	0
Algeria	Seychelles	0
Algeria	Sierra Leone	0
Algeria	Singapore	0
Algeria	Slovenia	1
Algeria	South Africa	0
Algeria	Spain	926
Algeria	Sri Lanka	0
Algeria	Sudan	2
Algeria	Sweden	0
Algeria	Switzerland	0
Algeria	Syria	3
Algeria	Tajikistan	10
Algeria	Tanzania	0
Algeria	Thailand	13
Algeria	Togo	0
Algeria	Trinidad and Tobago	0
Algeria	Tunisia	6108
Algeria	Turkey	238
Algeria	Ukraine	1
Algeria	United Arab Emirates	4
Algeria	United Kingdom	644
Algeria	United States	478
Algeria	Uruguay	0
Algeria	Venezuela	2
Algeria	Vietnam	0
Algeria	Western Sahara	236
Algeria	Zimbabwe	0
Andorra	Albania	0
Andorra	Argentina	0
Andorra	Australia	0
Andorra	Austria	0
Andorra	Belgium	0
Andorra	Bosnia and Herzegovina	0
Andorra	Bulgaria	0
Andorra	Burkina Faso	0
Andorra	Cabo Verde	0
Andorra	Canada	0
Andorra	Chile	0
Andorra	China	0
Andorra	Costa Rica	0
Andorra	Cuba	0
Andorra	Czech Republic	0
Andorra	Denmark	0
Andorra	Dominican Republic	0
Andorra	Finland	0
Andorra	France	41
Andorra	French Polynesia	0
Andorra	Germany	0
Andorra	Hong Kong	0
Andorra	Ireland	0
Andorra	Israel	0
Andorra	Italy	0
Andorra	Japan	0
Andorra	Luxembourg	0
Andorra	Mauritania	0
Andorra	Morocco	0
Andorra	Netherlands	0
Andorra	Poland	0
Andorra	Portugal	0
Andorra	Russia	0
Andorra	Senegal	0
Andorra	Singapore	0
Andorra	Slovenia	0
Andorra	Spain	50
Andorra	Sweden	0
Andorra	Switzerland	0
Andorra	Syria	0
Andorra	Ukraine	0
Andorra	United Kingdom	0
Andorra	United States	0
Angola	Belgium	83
Angola	Brazil	379
Angola	Cameroon	16
Angola	Canada	67
Angola	Chile	40
Angola	Congo, Democratic Republic of the	9409
Angola	Congo, Republic of the	821
Angola	Denmark	0
Angola	France	523
Angola	Germany	38
Angola	Gibraltar	22
Angola	Italy	149
Angola	Japan	0
Angola	Morocco	1
Angola	Namibia	5073
Angola	Netherlands	371
Angola	Nigeria	33
Angola	Norway	13
Angola	Portugal	158
Angola	Sao Tome and Principe	2
Angola	Slovenia	112
Angola	Spain	73
Angola	Tanzania	16
Angola	United Kingdom	260
Angola	United States	3772
Angola	Zambia	3786
Anguilla	Antigua and Barbuda	0
Anguilla	Bahamas, The	0
Anguilla	Barbados	0
Anguilla	Br. Virgin Islands	0
Anguilla	Canada	0
Anguilla	China	0
Anguilla	Dominican Republic	0
Anguilla	France	0
Anguilla	Grenada	0
Anguilla	Guyana	1
Anguilla	Indonesia	0
Anguilla	Ireland	0
Anguilla	Israel	0
Anguilla	Italy	0
Anguilla	Japan	0
Anguilla	Mexico	0
Anguilla	Netherlands	0
Anguilla	Saint Kitts and Nevis	0
Anguilla	Saint Vincent and the Grenadines	0
Anguilla	Switzerland	0
Anguilla	Trinidad and Tobago	0
Anguilla	Turks and Caicos Islands	0
Anguilla	United Kingdom	0
Anguilla	United States	0
Antigua and Barbuda	Albania	0
Antigua and Barbuda	Anguilla	0
Antigua and Barbuda	Aruba	0
Antigua and Barbuda	Australia	0
Antigua and Barbuda	Austria	0
Antigua and Barbuda	Bahamas, The	0
Antigua and Barbuda	Barbados	0
Antigua and Barbuda	Belize	0
Antigua and Barbuda	Br. Virgin Islands	0
Antigua and Barbuda	Canada	0
Antigua and Barbuda	Cayman Islands	0
Antigua and Barbuda	China	0
Antigua and Barbuda	Colombia	0
Antigua and Barbuda	Cuba	0
Antigua and Barbuda	Curaçao	0
Antigua and Barbuda	Denmark	0
Antigua and Barbuda	Dominica	0
Antigua and Barbuda	Dominican Republic	0
Antigua and Barbuda	France	0
Antigua and Barbuda	French Polynesia	0
Antigua and Barbuda	Germany	0
Antigua and Barbuda	Ghana	0
Antigua and Barbuda	Grenada	0
Antigua and Barbuda	Guatemala	0
Antigua and Barbuda	Guyana	0
Antigua and Barbuda	Hong Kong	0
Antigua and Barbuda	Italy	0
Antigua and Barbuda	Jamaica	0
Antigua and Barbuda	Japan	0
Antigua and Barbuda	Malaysia	0
Antigua and Barbuda	Mauritania	0
Antigua and Barbuda	Montserrat	0
Antigua and Barbuda	Netherlands	0
Antigua and Barbuda	New Zealand	0
Antigua and Barbuda	Nigeria	0
Antigua and Barbuda	Pakistan	0
Antigua and Barbuda	Panama	0
Antigua and Barbuda	Philippines	0
Antigua and Barbuda	Portugal	0
Antigua and Barbuda	Qatar	0
Antigua and Barbuda	Saint Kitts and Nevis	0
Antigua and Barbuda	Saint Lucia	0
Antigua and Barbuda	Saint Vincent and the Grenadines	0
Antigua and Barbuda	Spain	0
Antigua and Barbuda	Suriname	0
Antigua and Barbuda	Sweden	0
Antigua and Barbuda	Switzerland	0
Antigua and Barbuda	Thailand	0
Antigua and Barbuda	Trinidad and Tobago	0
Antigua and Barbuda	United Arab Emirates	0
Antigua and Barbuda	United Kingdom	1
Antigua and Barbuda	United States	1
Antigua and Barbuda	Uruguay	0
Antigua and Barbuda	Vanuatu	0
Antigua and Barbuda	Vietnam	0
Argentina	Afghanistan	0
Argentina	Albania	1
Argentina	Algeria	160
Argentina	American Samoa	0
Argentina	Angola	13
Argentina	Antigua and Barbuda	0
Argentina	Armenia	1
Argentina	Aruba	0
Argentina	Australia	75
Argentina	Austria	1
Argentina	Azerbaijan	1
Argentina	Bahamas, The	3
Argentina	Bahrain	0
Argentina	Bangladesh	32
Argentina	Barbados	0
Argentina	Belarus	1
Argentina	Belgium	30
Argentina	Belize	0
Argentina	Benin	0
Argentina	Bhutan	0
Argentina	Bolivia	3467
Argentina	Bosnia and Herzegovina	1
Argentina	Brazil	6195
Argentina	Bulgaria	16
Argentina	Burkina Faso	0
Argentina	Burma	0
Argentina	Burundi	0
Argentina	Cabo Verde	0
Argentina	Cambodia	2
Argentina	Cameroon	5
Argentina	Canada	36
Argentina	Chad	0
Argentina	Chile	24453
Argentina	China	562
Argentina	Colombia	156
Argentina	Comoros	0
Argentina	Congo, Democratic Republic of the	2
Argentina	Congo, Republic of the	4
Argentina	Costa Rica	11
Argentina	Cote d'Ivoire	1
Argentina	Croatia	2
Argentina	Cuba	31
Argentina	Curaçao	1
Argentina	Cyprus	2
Argentina	Czech Republic	2
Argentina	Denmark	28
Argentina	Djibouti	0
Argentina	Dominica	0
Argentina	Dominican Republic	26
Argentina	Ecuador	35
Argentina	Egypt	128
Argentina	El Salvador	3
Argentina	Equatorial Guinea	2
Argentina	Eritrea	0
Argentina	Estonia	1
Argentina	Ethiopia	0
Argentina	Fiji	0
Argentina	Finland	9
Argentina	France	44
Argentina	Gabon	2
Argentina	Gambia, The	0
Argentina	Georgia	3
Argentina	Germany	163
Argentina	Ghana	5
Argentina	Gibraltar	0
Argentina	Greece	13
Argentina	Grenada	0
Argentina	Guatemala	15
Argentina	Guinea	0
Argentina	Guinea-Bissau	0
Argentina	Guyana	0
Argentina	Haiti	2
Argentina	Honduras	3
Argentina	Hong Kong	33
Argentina	Hungary	1
Argentina	Iceland	0
Argentina	India	111
Argentina	Indonesia	150
Argentina	Iran	113
Argentina	Iraq	12
Argentina	Ireland	26
Argentina	Israel	20
Argentina	Italy	110
Argentina	Jamaica	1
Argentina	Japan	142
Argentina	Jordan	25
Argentina	Kazakhstan	5
Argentina	Kenya	1
Argentina	Korea, South	102
Argentina	Kuwait	5
Argentina	Kyrgyzstan	0
Argentina	Latvia	20
Argentina	Lebanon	11
Argentina	Liberia	0
Argentina	Libya	13
Argentina	Lithuania	12
Argentina	Luxembourg	0
Argentina	Macedonia	0
Argentina	Madagascar	1
Argentina	Malawi	0
Argentina	Malaysia	98
Argentina	Maldives	0
Argentina	Mali	0
Argentina	Malta	0
Argentina	Mauritania	1
Argentina	Mauritius	6
Argentina	Mexico	109
Argentina	Moldova	0
Argentina	Mongolia	0
Argentina	Montenegro	0
Argentina	Morocco	49
Argentina	Mozambique	4
Argentina	Namibia	0
Argentina	Nepal	0
Argentina	Netherlands	195
Argentina	New Zealand	13
Argentina	Nicaragua	4
Argentina	Niger	1
Argentina	Nigeria	11
Argentina	Norway	2
Argentina	Oman	3
Argentina	Pakistan	15
Argentina	Panama	12
Argentina	Papua New Guinea	0
Argentina	Paraguay	9231
Argentina	Peru	148
Argentina	Philippines	43
Argentina	Poland	63
Argentina	Portugal	6
Argentina	Qatar	1
Argentina	Romania	13
Argentina	Russia	74
Argentina	Rwanda	0
Argentina	Saint Kitts and Nevis	1
Argentina	Saint Lucia	0
Argentina	Saint Vincent and the Grenadines	0
Argentina	San Marino	0
Argentina	Saudi Arabia	119
Argentina	Senegal	5
Argentina	Serbia	1
Argentina	Seychelles	0
Argentina	Sierra Leone	0
Argentina	Singapore	12
Argentina	Slovakia	0
Argentina	Slovenia	0
Argentina	Solomon Islands	0
Argentina	Somalia	0
Argentina	South Africa	70
Argentina	South Sudan	0
Argentina	Spain	175
Argentina	Sri Lanka	0
Argentina	Sudan	1
Argentina	Suriname	1
Argentina	Sweden	7
Argentina	Switzerland	11
Argentina	Syria	16
Argentina	Tajikistan	0
Argentina	Tanzania	1
Argentina	Thailand	94
Argentina	Togo	0
Argentina	Trinidad and Tobago	2
Argentina	Tunisia	21
Argentina	Turkey	46
Argentina	Turkmenistan	0
Argentina	Uganda	0
Argentina	Ukraine	8
Argentina	United Arab Emirates	26
Argentina	United Kingdom	66
Argentina	United States	437
Argentina	Uruguay	2127
Argentina	Uzbekistan	2
Argentina	Vanuatu	0
Argentina	Venezuela	220
Argentina	Vietnam	121
Argentina	West Bank	0
Argentina	Yemen	21
Argentina	Zambia	0
Argentina	Zimbabwe	0
Armenia	Afghanistan	0
Armenia	Argentina	0
Armenia	Australia	0
Armenia	Austria	0
Armenia	Azerbaijan	1942
Armenia	Bahrain	0
Armenia	Belarus	1
Armenia	Belgium	14
Armenia	Belize	1
Armenia	Br. Virgin Islands	0
Armenia	Brazil	0
Armenia	Bulgaria	16
Armenia	Canada	1
Armenia	China	7
Armenia	Croatia	0
Armenia	Cyprus	0
Armenia	Czech Republic	1
Armenia	Denmark	0
Armenia	Egypt	0
Armenia	Estonia	0
Armenia	Finland	0
Armenia	France	1
Armenia	Gabon	0
Armenia	Georgia	435
Armenia	Germany	9
Armenia	Greece	0
Armenia	Hong Kong	0
Armenia	Hungary	0
Armenia	India	0
Armenia	Iran	95
Armenia	Iraq	5
Armenia	Ireland	0
Armenia	Israel	0
Armenia	Italy	2
Armenia	Japan	0
Armenia	Jordan	0
Armenia	Kazakhstan	1
Armenia	Korea, South	0
Armenia	Kuwait	0
Armenia	Kyrgyzstan	0
Armenia	Latvia	0
Armenia	Lebanon	0
Armenia	Lithuania	0
Armenia	Luxembourg	0
Armenia	Malaysia	0
Armenia	Moldova	0
Armenia	Mongolia	0
Armenia	Mozambique	0
Armenia	Netherlands	7
Armenia	Nigeria	0
Armenia	Pakistan	0
Armenia	Panama	0
Armenia	Philippines	0
Armenia	Poland	0
Armenia	Portugal	0
Armenia	Qatar	0
Armenia	Romania	0
Armenia	Russia	35
Armenia	Saudi Arabia	0
Armenia	Serbia	1
Armenia	Singapore	0
Armenia	Slovakia	0
Armenia	Slovenia	0
Armenia	South Africa	0
Armenia	Spain	1
Armenia	Sri Lanka	0
Armenia	Sweden	0
Armenia	Switzerland	3
Armenia	Syria	0
Armenia	Tajikistan	0
Armenia	Tanzania	0
Armenia	Thailand	0
Armenia	Trinidad and Tobago	0
Armenia	Turkey	606
Armenia	Turkmenistan	2
Armenia	Ukraine	2
Armenia	United Arab Emirates	1
Armenia	United Kingdom	2
Armenia	United States	9
Armenia	Uzbekistan	0
Armenia	Vietnam	0
Armenia	Yemen	0
Aruba	Argentina	0
Aruba	Bahamas, The	1
Aruba	Belgium	0
Aruba	Brazil	0
Aruba	Canada	0
Aruba	Chile	0
Aruba	China	1
Aruba	Colombia	81
Aruba	Costa Rica	0
Aruba	Curaçao	8
Aruba	Denmark	0
Aruba	Finland	0
Aruba	France	1
Aruba	Germany	0
Aruba	Honduras	0
Aruba	Hong Kong	0
Aruba	India	0
Aruba	Italy	0
Aruba	Jamaica	0
Aruba	Japan	0
Aruba	Korea, South	0
Aruba	Mexico	1
Aruba	Netherlands	7
Aruba	Panama	6
Aruba	Paraguay	0
Aruba	Peru	0
Aruba	Sao Tome and Principe	0
Aruba	Spain	0
Aruba	Suriname	2
Aruba	Sweden	0
Aruba	Switzerland	0
Aruba	Trinidad and Tobago	0
Aruba	Turkey	0
Aruba	United Kingdom	0
Aruba	United States	23
Aruba	Venezuela	60
Australia	Afghanistan	1
Australia	Albania	0
Australia	Algeria	0
Australia	American Samoa	0
Australia	Angola	1
Australia	Antarctica	1
Australia	Antigua and Barbuda	0
Australia	Argentina	14
Australia	Armenia	1
Australia	Austria	7
Australia	Azerbaijan	1
Australia	Bahamas, The	0
Australia	Bahrain	15
Australia	Bangladesh	60
Australia	Barbados	0
Australia	Belarus	0
Australia	Belgium	113
Australia	Belize	0
Australia	Benin	0
Australia	Bermuda	0
Australia	Bhutan	0
Australia	Bolivia	0
Australia	Bosnia and Herzegovina	0
Australia	Botswana	0
Australia	Br. Virgin Islands	0
Australia	Brazil	75
Australia	Bulgaria	10
Australia	Burkina Faso	1
Australia	Burma	12
Australia	Burundi	0
Australia	Cabo Verde	0
Australia	Cambodia	3
Australia	Cameroon	0
Australia	Canada	114
Australia	Cayman Islands	0
Australia	Central African Republic	0
Australia	Chad	0
Australia	Chile	37
Australia	China	8678
Australia	Christmas Islands	5
Australia	Cocos Islands	1
Australia	Colombia	4
Australia	Comoros	0
Australia	Congo, Democratic Republic of the	2
Australia	Congo, Republic of the	0
Australia	Cook Islands	1
Australia	Costa Rica	0
Australia	Cote d'Ivoire	2
Australia	Croatia	0
Australia	Cuba	0
Australia	Curaçao	0
Australia	Cyprus	0
Australia	Czech Republic	12
Australia	Denmark	11
Australia	Djibouti	0
Australia	Dominica	0
Australia	Dominican Republic	1
Australia	Ecuador	1
Australia	Egypt	47
Australia	El Salvador	2
Australia	Equatorial Guinea	0
Australia	Eritrea	0
Australia	Estonia	1
Australia	Ethiopia	0
Australia	FS Micronesia	1
Australia	Falkland Islands (Malvinas)	0
Australia	Fiji	32
Australia	Finland	7
Australia	France	127
Australia	French Polynesia	5
Australia	Gabon	0
Australia	Gambia, The	0
Australia	Georgia	3
Australia	Germany	141
Australia	Ghana	11
Australia	Gibraltar	0
Australia	Greece	1
Australia	Guam	1
Australia	Guatemala	1
Australia	Guinea	1
Australia	Guyana	0
Australia	Haiti	0
Australia	Honduras	0
Australia	Hong Kong	256
Australia	Hungary	2
Australia	Iceland	0
Australia	India	778
Australia	Indonesia	454
Australia	Iran	29
Australia	Iraq	63
Australia	Ireland	7
Australia	Israel	20
Australia	Italy	73
Australia	Jamaica	1
Australia	Japan	3410
Australia	Jordan	20
Australia	Kazakhstan	4
Australia	Kenya	10
Australia	Kiribati	2
Australia	Korea, South	1911
Australia	Kuwait	57
Australia	Kyrgyzstan	0
Australia	Laos	4
Australia	Latvia	1
Australia	Lebanon	4
Australia	Lesotho	0
Australia	Liberia	0
Australia	Libya	1
Australia	Lithuania	1
Australia	Luxembourg	0
Australia	Macau	3
Australia	Macedonia	0
Australia	Madagascar	1
Australia	Malawi	3
Australia	Malaysia	486
Australia	Maldives	3
Australia	Mali	4
Australia	Malta	0
Australia	Marshall Islands	0
Australia	Mauritania	2
Australia	Mauritius	10
Australia	Mexico	38
Australia	Moldova	0
Australia	Mongolia	3
Australia	Montenegro	0
Australia	Morocco	3
Australia	Mozambique	7
Australia	N. Mariana Islands	0
Australia	Namibia	1
Australia	Nauru	15
Australia	Nepal	1
Australia	Netherlands	219
Australia	New Caledonia	29
Australia	New Zealand	737
Australia	Nicaragua	0
Australia	Niger	0
Australia	Nigeria	17
Australia	Niue	0
Australia	Norfolk Islands	1
Australia	Norway	9
Australia	Oman	19
Australia	Pakistan	42
Australia	Palau	0
Australia	Panama	5
Australia	Papua New Guinea	245
Australia	Paraguay	0
Australia	Peru	5
Australia	Philippines	143
Australia	Pitcairn	0
Australia	Poland	14
Australia	Portugal	2
Australia	Qatar	25
Australia	Romania	3
Australia	Russia	51
Australia	Rwanda	2
Australia	Saint Helena	0
Australia	Saint Kitts and Nevis	0
Australia	Saint Lucia	0
Australia	Saint Vincent and the Grenadines	0
Australia	Samoa	2
Australia	Sao Tome and Principe	0
Australia	Saudi Arabia	187
Australia	Senegal	6
Australia	Serbia	0
Australia	Seychelles	0
Australia	Sierra Leone	1
Australia	Singapore	475
Australia	Slovakia	0
Australia	Slovenia	4
Australia	Solomon Islands	11
Australia	Somalia	0
Australia	South Africa	81
Australia	South Sudan	0
Australia	Spain	40
Australia	Sri Lanka	21
Australia	Sudan	31
Australia	Suriname	0
Australia	Swaziland	0
Australia	Sweden	26
Australia	Switzerland	52
Australia	Syria	0
Australia	Tajikistan	0
Australia	Tanzania	12
Australia	Thailand	394
Australia	Timor-Leste	2
Australia	Togo	0
Australia	Tonga	1
Australia	Trinidad and Tobago	2
Australia	Tunisia	1
Australia	Turkey	25
Australia	Turkmenistan	0
Australia	Turks and Caicos Islands	0
Australia	Tuvalu	0
Australia	Uganda	3
Australia	Ukraine	4
Australia	United Arab Emirates	181
Australia	United Kingdom	316
Australia	United States	811
Australia	Uruguay	2
Australia	Uzbekistan	0
Australia	Vanuatu	6
Australia	Venezuela	1
Australia	Vietnam	215
Australia	Wallis and Futuna Islands	0
Australia	Yemen	34
Australia	Zambia	2
Australia	Zimbabwe	1
Austria	Afghanistan	1
Austria	Albania	6
Austria	Algeria	26
Austria	American Samoa	0
Austria	Andorra	1
Austria	Angola	2
Austria	Anguilla	0
Austria	Antigua and Barbuda	0
Austria	Argentina	14
Austria	Armenia	3
Austria	Aruba	0
Austria	Australia	87
Austria	Azerbaijan	13
Austria	Bahamas, The	1
Austria	Bahrain	2
Austria	Bangladesh	4
Austria	Barbados	0
Austria	Belarus	28
Austria	Belgium	198
Austria	Belize	0
Austria	Benin	1
Austria	Bermuda	0
Austria	Bhutan	1
Austria	Bolivia	3
Austria	Bonaire	0
Austria	Bosnia and Herzegovina	41
Austria	Botswana	0
Austria	Br. Virgin Islands	0
Austria	Brazil	97
Austria	Bulgaria	72
Austria	Burkina Faso	0
Austria	Burma	2
Austria	Burundi	0
Austria	Cabo Verde	0
Austria	Cambodia	0
Austria	Cameroon	0
Austria	Canada	106
Austria	Cayman Islands	0
Austria	Central African Republic	0
Austria	Chad	0
Austria	Chile	23
Austria	China	366
Austria	Christmas Islands	0
Austria	Colombia	15
Austria	Congo, Democratic Republic of the	1
Austria	Congo, Republic of the	1
Austria	Costa Rica	4
Austria	Cote d'Ivoire	1
Austria	Croatia	130
Austria	Cuba	1
Austria	Cyprus	26
Austria	Czech Republic	1797
Austria	Dem. People's Korea, South	0
Austria	Denmark	77
Austria	Djibouti	0
Austria	Dominica	0
Austria	Dominican Republic	1
Austria	Ecuador	4
Austria	Egypt	23
Austria	El Salvador	1
Austria	Equatorial Guinea	0
Austria	Eritrea	0
Austria	Estonia	14
Austria	Ethiopia	1
Austria	FS Micronesia	0
Austria	Falkland Islands (Malvinas)	0
Austria	Faroe Islands	0
Austria	Fiji	0
Austria	Finland	57
Austria	Fr. South Antarctic Terr.	0
Austria	France	668
Austria	French Polynesia	0
Austria	Gabon	2
Austria	Gambia, The	0
Austria	Georgia	7
Austria	Germany	6941
Austria	Ghana	3
Austria	Gibraltar	0
Austria	Greece	45
Austria	Greenland	0
Austria	Grenada	0
Austria	Guatemala	2
Austria	Guinea	0
Austria	Guinea-Bissau	0
Austria	Guyana	0
Austria	Haiti	0
Austria	Holy See (Vatican City)	0
Austria	Honduras	3
Austria	Hong Kong	64
Austria	Hungary	1486
Austria	Iceland	3
Austria	India	74
Austria	Indonesia	33
Austria	Iran	20
Austria	Iraq	17
Austria	Ireland	100
Austria	Israel	30
Austria	Italy	2256
Austria	Jamaica	0
Austria	Japan	151
Austria	Jordan	7
Austria	Kazakhstan	34
Austria	Kenya	2
Austria	Kiribati	0
Austria	Korea, South	97
Austria	Kuwait	34
Austria	Kyrgyzstan	1
Austria	Laos	1
Austria	Latvia	18
Austria	Lebanon	7
Austria	Lesotho	0
Austria	Liberia	0
Austria	Libya	14
Austria	Liechtenstein	111
Austria	Lithuania	21
Austria	Luxembourg	23
Austria	Macau	1
Austria	Macedonia	14
Austria	Madagascar	0
Austria	Malawi	0
Austria	Malaysia	49
Austria	Maldives	1
Austria	Mali	4
Austria	Malta	5
Austria	Marshall Islands	0
Austria	Mauritania	1
Austria	Mauritius	1
Austria	Mexico	58
Austria	Moldova	8
Austria	Mongolia	2
Austria	Montenegro	5
Austria	Montserrat	0
Austria	Morocco	13
Austria	Mozambique	2
Austria	Namibia	1
Austria	Nauru	0
Austria	Nepal	0
Austria	Netherlands	231
Austria	New Caledonia	0
Austria	New Zealand	14
Austria	Nicaragua	0
Austria	Niger	0
Austria	Nigeria	15
Austria	Norway	63
Austria	Oman	9
Austria	Pakistan	8
Austria	Palau	0
Austria	Panama	2
Austria	Papua New Guinea	1
Austria	Paraguay	3
Austria	Peru	11
Austria	Philippines	11
Austria	Poland	412
Austria	Portugal	32
Austria	Qatar	12
Austria	Romania	209
Austria	Russia	403
Austria	Rwanda	0
Austria	Saint Kitts and Nevis	0
Austria	Saint Lucia	0
Austria	Saint Vincent and the Grenadines	0
Austria	Samoa	0
Austria	San Marino	1
Austria	Sao Tome and Principe	0
Austria	Saudi Arabia	80
Austria	Senegal	3
Austria	Serbia	62
Austria	Seychelles	0
Austria	Sierra Leone	0
Austria	Singapore	45
Austria	Sint Maarten	0
Austria	Slovakia	632
Austria	Slovenia	1254
Austria	Solomon Islands	0
Austria	Somalia	0
Austria	South Africa	59
Austria	South Sudan	0
Austria	Spain	225
Austria	Sri Lanka	3
Austria	Sudan	2
Austria	Suriname	1
Austria	Swaziland	0
Austria	Sweden	164
Austria	Switzerland	1303
Austria	Syria	1
Austria	Tajikistan	1
Austria	Tanzania	2
Austria	Thailand	31
Austria	Togo	0
Austria	Tokelau	0
Austria	Tonga	0
Austria	Trinidad and Tobago	1
Austria	Tunisia	10
Austria	Turkey	143
Austria	Turkmenistan	3
Austria	Turks and Caicos Islands	0
Austria	Uganda	1
Austria	Ukraine	80
Austria	United Arab Emirates	75
Austria	United Kingdom	410
Austria	United States	794
Austria	Uruguay	2
Austria	Uzbekistan	7
Austria	Vanuatu	0
Austria	Venezuela	10
Austria	Vietnam	16
Austria	West Bank	0
Austria	Yemen	2
Austria	Zambia	1
Austria	Zimbabwe	0
Azerbaijan	Afghanistan	26
Azerbaijan	Algeria	0
Azerbaijan	Angola	0
Azerbaijan	Argentina	0
Azerbaijan	Armenia	3909
